text,label,language
"White House spokesman does not rule out Trump-Putin July meeting in Germany. WASHINGTON (Reuters) - A White House spokesman did not rule out a meeting between President Donald Trump and Russian President Vladimir Putin when he was asked about reports the two leaders may hold talks on the sidelines of a Group of 20 meeting in Germany next month.  “To the extent that we can work with Russia to solve some problems and to cooperate, if we can find that willingness then we’d like to do it,” spokesman Sean Spicer said at a news briefing. ",0,en
DONALD TRUMP TIME PERSON OF THE YEAR: “The revolution he stirred feels fully American”.  ,1,en
SENIOR CIA INTEL: “Wiretapping of Trump Transition Team Worse Than Watergate” [Video].  ,1,en
no,0,hi
" There Are Already Four Ways Trump Could Be Impeached — Here Are The Details. Former Clinton Labor Secretary and current Berkeley economics professor Robert Reich has long been one of Donald Trump s most vocal opponents and he thinks Trump could be done. On Thursday, he took to Twitter to outline four ways in which Trump could already be impeached and he might just be beginning, at least according to Reich.Reich, along with others, is saying that Trump s unsubstantiated claims that Obama wiretapped him are enough to impeach him.Reich also cited Article 1 Section 9 of the Constitution, which  forbids government officials from taking things of value from foreign governments. Trump seems to be looking at the Office of the Presidency as just another way to increase his personal wealth. He has refused to divest himself from his businesses, even while putting his children in charge. Even before he was inaugurated, foreign diplomats began to see spending money at Trump hotels as a way to cozy up to the new American leader. Almost as soon as he took office, his Florida resort and  weekend White House,  Mar-A-Lago, doubled its initiation fee from $100,000 to a whopping $200,000. But the most egregious offense was announced on Wednesday, when the Associated Press announced that China s Trademark Office gave preliminary approval to 38 new Trump trademarks.The third way Trump could be impeached today, according to Reich, is his violation of the First Amendment, which  bars any law  respecting an establishment of religion or prohibiting the free exercise thereof.'  Trump violated this with his Muslim ban, which singles out a religion.The fourth is also a violation of the First Amendment, which also bars  abridging the freedom of the press.  Trump consistently labels the media as  fake  and even as  the enemy.  They are shut out of press conferences and reporters are escorted out for daring to ask tough questions.While the evidence isn t yet completely in, it s looking more and more like the ties between Trump and Russia are treason, at least according to Reich, who says: Article III Section 3 of the Constitution defines  treason against the United States  as  adhering to their enemies, giving them aid and comfort.'  Reich argues that Trump s apparent collusion with Russians helped him win the election.By my count, there are now four grounds to impeach Trump. The fifth seems to be on its way. pic.twitter.com/PfAw0a0hfU  Robert Reich (@RBReich) March 9, 2017Reich isn t delusional enough to believe that impeachment will happen under the current GOP Congress. His goal is to flip the Congress in 2018, which means people have to stay engaged and stay aware. Of course, that s why Trump tries to delegitimize the media.Featured image via Alex Wong/Getty Images",1,en
no,0,hi
no,1,hi
no,0,hi
no,0,hi
yes,0,hi
"FLASHBACK: HILLARY Received $500K In Jewelry From King Of Barbaric Nation Who Brutally Oppresses Women. Nothing to see here. No conflict of interest. All feminists please look the other way you didn t really see this Crooked Hillary really is a champion of women s rights just not Saudi women s rights. August 30, 2013   Former Secretary of State Hillary Clinton was given a half-million bucks worth of diamond and ruby jewelry by Saudi Arabian King Abdullah bin Abdul Aziz and received $58,000 worth of bling from Brunei.The lavish gifts were among a treasure trove of keepsakes bestowed upon U.S. leaders in 2012, the State Department disclosed Thursday.The Constitution prohibits U.S. government employees from keeping presents worth more than $350. But officials at the U.S. General Services Administration said the gifts were accepted to avoid awkward moments. Via: NY Daily News",1,en
"South Carolina Republican's town hall starts rowdy, ends peaceably. NORTH CHARLESTON, S.C. (Reuters) - U.S. Senator Tim Scott faced a quandary on Saturday in hosting his town hall: he promised to meet with his South Carolina constituents, but he wanted to avoid the kind of adversarial free-for-all so many Republicans encountered this week. Scott decided to ban placards from his North Charlestown meeting in hopes of averting the raucousness that erupted at dozens of town halls during the first congressional recess of Donald Trump’s month-old presidency. The senator also required the crowd submit questions in writing ahead of time after other Republican lawmakers faced a wave of anger on issues ranging from Trump’s immigration and healthcare policies to the president’s ties to Russia.  Despite Scott’s precautions, arguments broke out and constituents told one another to shut up, though many in the audience - mostly white and over the age of 50 - said the senator remained respectful and sincere. And it never degenerated into an all-out shouting match. Scott, the only African-American Republican in the U.S. Senate, began his town hall by pulling slips of paper from a box and reading the questions aloud. But the overflow audience of 300, evenly divided between Trump opponents and supporters, reacted with loud boos and cheers, even before he could begin to answer. To a question about a rise in hate crimes, Scott said the trend predates the president’s campaign.  “We can blame Trump for a lot of things but I don’t think we can blame him for this one,” he said, following a pattern of distancing himself from Trump without directly criticizing him. “Some people have come to the conclusion that this president has already failed,” Scott said. “I hope that most of us, whether you voted for him or not, hope that he succeeds.” When asked about Trump’s repeated denunciations of the media, Scott said he believed the press was more biased than in the past. Even so, he said, “I do not believe the press is an enemy to the American people,” a phrase coined by the president. Still, the meeting’s format started to break down almost from the outset, with the audience shouting asides, while others tried to silence them. Scott answered some of the comments, but if he was interrupted, he tried to talk over the offender. The confrontational tone of this week’s town halls is part of a tide of anti-Trump protests, marches and rallies that show little sign of abating just over a month into the new administration.  The anti-Trump energy has prompted talk of a liberal-style Tea Party movement, in reference to the protests in 2009 that helped reshape the Republican Party and arguably laid the groundwork for Trump’s surprise electoral victory last year.     At Scott’s town hall, the senator did allow a mother to stand up and tell her story. She said one of her two premature children died and the other was 6 years old with medical bills totaling more than $2 million, she said tearfully.  “The Affordable Care Act is imperfect but it is a good law. It saved my family,” she said to a standing ovation, referring to the health care program known as Obamacare. “That’s a heartbreaking story,” Scott said, pointing out that he chose ACA coverage for himself and his staff. Even so,    “Obamacare is not sustainable.” The session almost broke down when a man stood up and faced the crowd as audience members were peppering Scott with loud comments. “Let the man answer the question,” the man said on the senator’s behalf. “Sit down and shut up.”  Two men who wore red “Make America Great Again” hats clapped loudly. Arguments broke out in the crowd.  Eventually, Scott threatened to walk out. “I know we prefer to blame Trump for our incivility,” he said. “Let me ask, if we want to continue this conversation, that we do so in a way that no one feels threatened.” His admonitions appeared to work. Order was eventually restored, and Scott gave up on picking questions from the box and started calling on audience members if they raised their hands. The session ended on a relatively civil note.  (Story corrects paragraph 5 to read “the only African American Republican in the U.S. Senate” instead of “the only African American in the U.S. Senate”.) ",0,en
no,1,hi
yes,0,hi
no,0,hi
no,0,hi
"Why Niger and Mali's cattle herders turned to jihad. NIAMEY/NAIROBI (Reuters) - When Doundou Chefou first took up arms as a youth a decade ago, it was for the same reason as many other ethnic Fulani herders along the Niger-Mali border: to protect his livestock. He had nothing against the Republic of Niger, let alone the United States of America. His quarrel was with rival Tuareg cattle raiders.  Yet on Oct. 4 this year, he led dozens of militants allied to Islamic State in a deadly assault against allied U.S.-Niger forces, killing four soldiers from each nation and demonstrating how dangerous the West s mission in the Sahel has become.     The incident sparked calls in Washington for public hearings into the presence of U.S. troops. A Pentagon probe is due to be completed in January.  Asked by Reuters to talk about Chefou, Nigerien Defence Minister Kalla Mountari s face fell.  He is a terrorist, a bandit, someone who intends to harm to Niger,  he said at his office in the Nigerien capital Niamey earlier this month.  We are tracking him, we are seeking him out, and if he ever sets foot in Niger again he will be neutralized.  Like most gunmen in so-called Islamic State in the Greater Sahara, which operates along the sand-swept borderlands where Mali, Niger and Burkina Faso meet, Chefou used to be an ordinary Fulani pastoralist with little interest in jihad, several government sources with knowledge of the matter said. The transition of Chefou and men like him from vigilantes protecting their cows to jihadists capable of carrying out complex attacks is a story Western powers would do well to heed, as their pursuit of violent extremism in West Africa becomes ever more enmeshed in long-standing ethnic and clan conflicts. For now, analysts say the local IS affiliate remains small, at fewer than 80 fighters. But that was also the case at first with al Qaeda-linked factions before they tapped into local grievances to expand their influence in Mali in 2012.  The United Nations this week released a report showing how IS in northern Somalia has grown to around 200 fighters from just a few dozen last year. The U.S. military has ramped up its presence in Niger, and other neighboring countries, in recent years as it fears poverty, corruption and weak states mean the region is ripe for the spread of extremist groups. For centuries the Tuareg and Fulani have lived as nomads herding animals and trading - Tuareg mostly across the dunes and oases of the Sahara and the Fulani mostly in the Sahel, a vast band of semi-arid scrubland that stretches from Senegal to Sudan beneath it.  Some have managed to become relatively wealthy, accumulating vast herds. But they have always stayed separate from the modern nation-states that have formed around them. Though they largely lived peacefully side-by-side, arguments occasionally flared, usually over scarce watering points. A steady increase in the availability of automatic weapons over the years has made the rivalry ever more deadly. A turning point was the Western-backed ouster of Libya s Muammar Gaddafi in 2011. With his demise, many Tuareg from the region who had fought as mercenaries for Gaddafi returned home, bringing with them the contents of Libya s looted armories.    Some of the returnees launched a rebellion in Mali to try to create a breakaway Tuareg state in the desert north, a movement that was soon hijacked by al Qaeda-linked jihadists who had been operating in Mali for years.  Until then, Islamists in Mali had been recruiting and raising funds through kidnapping. In 2012, they swept across northern Mali, seizing key towns and prompting a French intervention that pushed them back in 2013. Amid the violence and chaos, some of the Tuareg turned their guns on their rivals from other ethnic groups like the Fulani, who then went to the Islamists for arms and training. In November 2013, a young Nigerien Fulani had a row with a Tuareg chief over money. The old man thrashed him and chased him away, recalls Boubacar Diallo, head of an association for Fulani livestock breeders along the Mali border, who now lives in Niamey. The youth came back armed with an AK-47, killed the chief and wounded his wife, then fled. The victim happened to be the uncle of a powerful Malian warlord.  Over the next week, heavily armed Tuareg slaughtered 46 Fulani in revenge attacks along the Mali-Niger border. The incident was bloodiest attack on record in the area, said Diallo, who has documented dozens of attacks by Tuareg raiders that have killed hundreds of people and led to thousands of cows and hundreds of camels being stolen.  That was a point when the Fulani in that area realized they needed more weapons to defend themselves,  said Diallo, who has represented them in talks aimed at easing communal tensions. The crimes were almost never investigated by police, admits a Niamey-based law enforcement official with knowledge of them.  The Tuareg were armed and were pillaging the Fulani s cattle,  Niger Interior Minister Mohamed Bazoum told Reuters.  The Fulani felt obliged to arm themselves.   SELF-DEFENSE  Gandou Zakaria, a researcher of mixed Tuareg-Fulani heritage in the faculty of law at Niamey University, has spent years studying why youths turned to jihad.  Religious belief was at the bottom of their list of concerns,  he told Reuters. Instead, local grievances were the main driving force.  Whereas Tuareg in Mali and Niger have dreamed of and sometimes fought for an independent state, Fulani have generally been more pre-occupied by concerns over the security of their community and the herds they depend on.  For the Fulani, it was a sense of injustice, of exclusion, of discrimination, and a need for self-defense,  Zakaria said. One militant who proved particularly good at tapping into this dissatisfaction was Adnan Abu Walid al-Sahrawi, an Arabic-speaking north African, several law enforcement sources said. Al-Sahrawi recruited dozens of Fulani into the Movement for Unity and Jihad in West Africa (MUJWA), which was loosely allied to al Qaeda in the region and controlled Gao and the area to the Niger border in 2012. After French forces in 2013 scattered Islamists from the Malian towns they controlled, al-Sahrawi was briefly allied with Mokhtar Belmokhtar, an al Qaeda veteran.  Today, al-Sahrawi is the face of Islamic State in the region.  There was something in his discourse that spoke to the youth, that appealed to their sense of injustice,  a Niger government official said of al-Sahrawi. Two diplomatic sources said there are signs al-Sahrawi has received financial backing from IS central in Iraq and Syria. How Chefou ended up being one of a handful of al-Sahrawi s lieutenants is unclear. The government source said he was brought to him by a senior officer, also Fulani, known as Petit Chapori. Like many Fulani youth toughened by life on the Sahel, Chefou was often in and out of jail for possession of weapons or involvement in localized violence that ended in deals struck between communities, the government official said.  Yet Diallo, who met Chefou several times, said he was  very calm, very gentle. I was surprised when he became a militia leader . U.S. and Nigerien sources differ on the nature of the fatal mission of Oct 4. Nigeriens say it was to go after Chefou; U.S. officials say it was reconnaissance mission. One vehicle lost by the U.S. forces was supplied by the CIA and kitted with surveillance equipment, U.S. media reported. A surveillance drone monitored the battle with a live feed.  The Fulani men, mounted on motorbikes, were armed with the assault rifles they first acquired to look after their cows.  ",0,en
"Highlights: British PM May's main comments on Brexit. FLORENCE, Italy (Reuters) - British Prime Minister Theresa May is setting out her plan for future ties with the European Union in a speech which she hopes will help spur negotiations over the country s divorce from the bloc. Below are the highlights from her speech and a follow-up question-and-answer session with reporters:  During the implementation period, people will continue to be able to come and live and work in the UK but there will be a registration system, an essential preparation for the new regime. As of today, these considerations point to an implementation period of around two years.       Clearly people, businesses and public services should only have to plan for one set of changes in the relationship between the UK and the EU. So during the implementation period, access to one another s markets should continue on current terms and Britain also should continue to take part in existing security measures. And I know businesses, in particular, would welcome the certainty this would provide.  MAY, ASKED WHETHER SHE STILL THINKS NO DEAL ON BREXIT WOULD BE BETTER THAN A BAD DEAL:  We continue to think that.   Of course we will leave at the end of March 2019 and negotiations will be continuing potentially up quite close to that time.       I do not want our partners to fear that they will need to pay more or receive less over the remainder of the current budget plan as a result of our decision to leave. The UK will honour commitments we have made during the period of our membership.  And, as we move forwards, we will also want to continue working together in ways that promote the long-term economic development of our continent. This includes continuing to take part in those specific policies and programmes which are greatly to the UK and the EU s joint advantage, such as those that promote science, education and culture - and those that promote our mutual security.   Over time ... the rights of EU citizens in the UK, and UK citizens overseas will diverge. And I want to incorporate our agreement fully into UK law, and make sure the UK courts can refer directly to it. And when there is uncertainty around underlying EU law, I want the UK courts to be able to take into account the judgements of the European Court of Justice with a view to ensuring consistent interpretation. And on this basis I hope our teams can reach firm agreement quickly.   Throughout its membership, the United Kingdom has never totally felt at home being in the European Union.  The profound pooling of sovereignty that is a crucial feature of the European Union permits unprecedentedly deep cooperation which brings benefits but it also means that when countries are in the minority they must sometimes accept decisions they do not want, even affecting domestic matters with no market implications beyond their borders.   The British people have decided to leave the EU and be a global free-trading nation able to chart our own way in the world. For many, this is an exciting time full of promise. For others it is a worrying one. I look ahead with optimism.   Our commitment to the defence and indeed the advance of our shared values is undimmed. Our determination to defend the stability, security and prosperity of our European neighbours and friends remains steadfast.  ",0,en
no,1,hi
"Guatemala federal auditor to probe president's pay bonus. GUATEMALA CITY (Reuters) - Guatemala s federal auditor on Tuesday said it will investigate a salary bonus the Defense Ministry gives to President Jimmy Morales that raises his earnings by more than a third, making him one of the best paid leaders in Latin America.  The federal comptroller, which audits all government spending, said in a statement it had asked for information on the previously unknown 50,000 quetzals ($7,300)  Bonus for Extraordinary Responsibility  that is not officially part of the president s salary package. Defense Minister William Mansilla on Tuesday confirmed that Morales had since December 2016 received the payment, which lifts the president s salary to $27,400 a month.   The president didn t ask for it. Instead, it was a group decision by the army,  Mansilla said in a press conference.  A technical board of auditors determined the bonus.  The revelation of the unusual salary perk comes at an awkward time for the beleaguered Morales, who managed to retain his immunity from prosecution on Monday.  Congress voted overwhelmingly to protect him after the attorney general submitted a request to investigate Morales over suspected financing irregularities during his 2015 election campaign. [nL2N1LS1EV] Last month, Guatemala s attorney general and the U.N.-backed International Commission against Impunity in Guatemala (CICIG) jointly sought to investigate Morales, a former comedian, over the illegal financing allegation. Two days later, Morales declared the head of the U.N. body  persona non grata.  Under the leadership of Ivan Velasquez, a veteran Colombian prosecutor, CICIG has caused problems for Morales, first investigating his son and brother then aiming at him. The Defense Ministry on Tuesday posted on its website documents, dated Jan. 1, 2016, that detailed the payment to the president and various other military officials.  The considerations (for the bonus) were due to his position and the risks and dangers that (Morales) undertakes,  Mansilla said in explaining the army s reasoning for the payment.  Former Presidents Alfonso Portillo and Alvaro Colom told Reuters they had not received such a bonus. The president s office did not respond to requests for comment.  The salary bonus means that Morales earns 70 percent more than Chilean leader Michelle Bachelet and 130 percent more than Mexican President Enrique Pena Nieto, two of the region s best paid top officials.  The bonus is also 90 times the $300 minimum wage in Guatemala, where 60 percent of the population lives in poverty. ",0,en
no,1,hi
yes,1,hi
no,0,hi
no,1,hi
no,0,hi
no,0,hi
no,0,hi
no,1,hi
"COP LAUNCHES BIKE AT ANTI-TRUMP TERRORIST In Philadelphia, As Masked Antifa Cowards Wage War On Trump Supporters [VIDEO]. Somebody buy that cop a beer Antifa protesters have allegedly waged war on Trump supporters in Philadelphia this afternoon, prompting police to step in.Popular conservative personality Jack Posobiec appears to be at the scene and is reporting on the clashes via his Twitter page.Images shared by Posobiec show members of Antifa   clad in their trademark black hoodies and face masks   burning American flags and attacking both police and peaceful rallygoers by setting fires and throwing smoke bombs.Here are photos and videos of anti-Trump thugs burning American flags and generally causing chaos in Philadelphia:Right now in Philadelphia, a massive black bloc is shutting down a pro Trump rally pic.twitter.com/QGqRFTbFB7  agitator in chief (@soit_goes) March 25, 2017Philly chanting ""any time, any place, punch a nazi in the face!"" | via @jpegjoshua https://t.co/1CbcjEdQMJ  agitator in chief (@soit_goes) March 25, 2017This video shows the cowardly (masked) Antifa scum attacking innocent Trump supporters:Antifa Running Toward Trump March, Clashing with Philly Police pic.twitter.com/hgHdpFo1CJ  Jack Posobiec   (@JackPosobiec) March 25, 2017Watch Philadelphia police officer launch his bike at Antifa coward:VIDEO: Philly Police Officer Hits Antifa Rioter With Bicycle pic.twitter.com/j6Rc9l5520  Jack Posobiec   (@JackPosobiec) March 25, 2017-Milo",1,en
"White House budget envisions massive savings from Dodd-Frank rollback. (Reuters) - U.S. President Donald Trump’s proposed budget estimates that the federal government could save $35 billion over the next decade by rolling back regulations governing Wall Street. The White House does not detail how those savings, which are equivalent to the annual economic output of the Democratic Republic of Congo, would be realized. But the administration said an ongoing review of existing financial rules “will likely result in proposals that will provide significant savings to the federal government.” While it is not expected to be passed by Congress, the fiscal 2018 budget unveiled by the White House on Tuesday hews closely to Trump’s view that slashing financial regulations  would boost the economy. Treasury Secretary Steven Mnuchin is currently conducting a comprehensive review of the impact of the 2010 Dodd-Frank financial reform legislation. An initial report recommending policy changes is expected to come at the beginning of June. The White House’s projected savings from easing financial rules exceed estimates offered by the Congressional Budget Office. That policy scorekeeper calculated that $24 billion would be saved over a decade if a broad Dodd-Frank rollback bill currently in the House of Representatives were passed.  Most of those savings identified by CBO come from eliminating a Dodd-Frank provision allowing the government to step in and wind down failing financial institutions, and by placing tighter control over the funding of the Consumer Financial Protection Bureau (CFPB), which was set up to protect consumers from predatory lending. Trump’s budget would give control of funding that agency to Congress, a policy change sought by Republicans eager to rein it in. Currently, the CFPB gets its funding from the Federal Reserve. The White House estimates that moving oversight of the CFPB to Congress would save the federal government $6.8 billion over a decade. However, the budget proposal does not account for any funds appropriated to the CFPB beyond fiscal 2018. The Office of Financial Research, also created by Dodd-Frank to gather data on financial markets, is facing a 28 percent budget cut under the new plan. The Commodity Futures Trading Commission and U.S. Securities and Exchange Commission would see their budgets hold steady at $250 million and $1.6 billion, respectively, under the new budget. The CFTC is pushing for an additional $31 million in funding in its own budget request. ",0,en
yes,0,hi
no,0,hi
no ,1,hi
"Russia, Saudi Arabia close to sign S-400 missile deal: Ifax cites Putin aide. MOSCOW, MOSCOW (Reuters) - Russia and Saudi Arabia are on track to sign a contract on supplies of Russia s advanced S-400 air defense missiles to Riyadh, the Interfax news agency cited an aide to Russian President Vladimir Putin as saying on Friday.  The talks are ongoing now, the terms are being agreed,  the agency cited Vladimir Kozhin as saying. He said the contract could be signed  in the nearest time,  giving no further detail. ",0,en
no,0,hi
yes,0,hi
no,1,hi
no,0,hi
"COMPANY FIRES DEMOCRAT After Receiving Letter From Retired Navy Seal Exposing Him For MOCKING Widow Of Deceased Navy Seal Ryan Owens [VIDEO]. Here is the screen shot we took of his vile and hateful tweet just before he deleted his account on Twitter:We also took a screen shot of his profile before he deleted it, showing him bragging about being a  Hillary volunteer  and  Obama supporter :A Twitter follower sent us the name of the company where he worked, so we sent them a copy of our story within 10 minutes of Grilo deleting his Twitter account:You must be really proud of Dan Grilo who mocks the wife of deceased Navy Seal https://t.co/rVtbyMHUoq  100% FED UP! (@100PercFEDUP) March 1, 2017Here is a screen shot of Dan Grilo s profile on the Liberty Advisor Group website before he was fired by them:Kudos to Liberty Advisor Group for their swift action in announcing the next day that Dan Grilo was no longer working for them in this tweet:https://twitter.com/LibertyAdvisor/status/837022201924714496",1,en
no,0,hi
no,0,hi
"Germany should be proud of its WW2 soldiers, far-right candidate says. BERLIN (Reuters) - Germans should be proud of what their soldiers achieved during World War One and Two, the top candidate of the far-right Alternative for Germany (AfD) said ahead of the Sept. 24 election at which his party his expected to enter parliament. The anti-immigrant AfD is on up to 12 percent in opinion polls, meaning it could become the third biggest party in Germany s lower house behind Chancellor Angela Merkel s conservatives and the Social Democrats (SPD).  If I look around Europe, no other people has dealt as clearly with their past wrongs as the Germans,  76-year-old Alexander Gauland said in a speech to supporters on Sept. 2 that has since been posted on YouTube. The Nazis ruled Germany from 1933 to 1945, during which time they killed 6 million Jews in the Holocaust.  People no longer need to reproach us with these 12 years - they don t relate to our identity nowadays,  Gauland said, referring to the Nazi era. He said the battle of Verdun during World War One belonged to German history, as did Erwin Rommel, the World War Two field marshal celebrated as the  Desert Fox , and army officer Claus von Stauffenberg, who led an unsuccessful attempt to assassinate Hitler in July 1944 with a bomb hidden in a briefcase. Gauland said Germany needed to reclaim its history.  If the French are rightly proud of their emperor and the Britons of Nelson and Churchill, we have the right to be proud of the achievements of the German soldiers in two world wars,  Gauland said. The AfD did not immediately respond to a request for comment. In January, Bjoern Hoecke, the AfD s chief in the eastern state of Thuringia, provoked outrage for describing the Holocaust Memorial in Berlin as a  monument of shame  and for demanding a  180 degree turnaround  in the way Germany seeks to atone for Nazi crimes. ",0,en
no,0,hi
no,1,hi
no,1,hi
no,1,hi
no,0,hi
no,1,hi
no,0,hi
no,0,hi
no,0,hi
" Billionaire Mark Cuban Endorses Hillary, Burns Trump: He’s Gone ‘Batsh*t Crazy’ (VIDEO). Mark Cuban is much richer than Donald Trump. He is also sane enough to see that Donald Trump is a lunatic who would destroy the country. That is why Cuban has endorsed Hillary Clinton. He also devoted his Saturday afternoon campaigning for her in his hometown of Pittsburgh, Pennsylvania.While taking the stage in front of more than 5,000 people, Cuban immediately lit into Trump, even going so far as to call the real estate tycoon turned wannabe politician a  jagoff,  which is apparently a local term to describe an incompetent jackass like Trump. Cuban said: You know what we call a person like that, you know, the screamers, the yellers, the people who try to intimidate you? You know what we call a person like that in Pittsburgh? A jag-off. Is there any bigger jag-off in the world than Donald Trump? This, of course was greeted with cheers from Cuban s hometown crowd. In an interview with CNN, Cuban said that he was doing all he can to get Clinton elected because he is afraid of Donald Trump. Cuban said: Initially, I really hoped he would be something different, that as a businessperson, I thought there was an opportunity there. But then he went off the reservation and went bats  crazy. Cuban isn t the only prominent American who thinks Trump is nuts. The Democratic National Convention stage was littered with Republicans and Independents who want Hillary elected in order to save the world from Trump. This list includes former New York City mayor and billionaire Michael Bloomberg, and former Reagan White House Official Doug Elmets.Other Republicans really need to listen to Cuban, Bloomberg, Elmets, and other people who are trying to save this great nation from this dangerously unqualified demagogue. Swallow your pride, forget about politics, and think of the bigger picture, folks. The future of the country and the world depend on electing Hillary Clinton and defeating Donald Trump.Watch the video of Cuban s stump speech below:Featured image via video screen capture ",1,en
no,1,hi
no,0,hi
no,0,hi
no,0,hi
no,0,hi
no,1,hi
no,0,hi
no,0,hi
"BREAKING: Michael Flynn Resigns as Trump’s National Security Advisor.  21st Century Wire says The scandal emerged after it was revealed that Flynn had a conversation with a Russian Ambassador, Sergey I. Kislak, during the transition period before Trump took office, supposedly over the issue of US sanctions against Russia. It is believed that Flynn had misled Vice President Mike Pence by not disclosing the full nature of these conversations.Flynn stated in a letter: In the course of my duties as the incoming National Security Advisor, I held numerous phone calls with foreign counterparts, ministers, and ambassadors,  Flynn wrote.  These calls were to facilitate a smooth transition and begin to build the necessary relationships between the President, his advisors and foreign leaders. Such calls are standard practice in any transition of this magnitude. Unfortunately, because of the fast pace of events, I inadvertently briefed the Vice President Elect and others with the incomplete information regarding my phone calls with the Russian Ambassador. I have sincerely apologized to the President and the Vice President, and they have accepted my apology. This indiscretion was seen by many as an extreme beach of protocol  and a risk to national security. However, according to RT, Russian President Putin s spokesperson Dmitry Peskov stated on Monday that Flynn and Kislyak did not discuss lifting sanctions.In addition to the potential of a protracted scandal on the White House side of this issue, there is also another potentially more important issue   about the fact that agents working the Obama Administration were tapping Flynn s telephone and also that agencies leaked related information which formed the press narrative of this scandal. If so, this would amount to a covert attack on the White House  from inside the US government.Flynn s departure could interrupt positive headway made on the bilateral START nuclear treaty with Russia which Flynn had been working on up until this week.In the interim, Trump has named a retired Lt. General, Joseph Keith Kellogg Jr, as Acting National Security Advisor, although it is believed that Vice Adm. Robert Harward, a former deputy commander at US CENTCOM in Tampa, FL is Trump s likely choice to replace Flynn.Another name in play is also General David Petraeus, although it s not certain that his record will be able to endure the aggressive media pressure that is certain to follow if appointed.The following a copy of Flynn s resignation lette r:Breaking: text of Flynn's resignation letter pic.twitter.com/KGue1cJFzL  Zeke Miller (@ZekeJMiller) February 14, 2017READ MORE TRUMP NEWS AT: 21st Century Wire Trump Files",1,en
no,0,hi
no,0,hi
"AS HILLARY CRASHES AND BURNS… The Dems Look To A Recycled Rich White Guy To Save Their “Diverse, Working Class” Party. Is the world s biggest global warming liar getting ready for a Bush vs Gore re-match?Democrats  more and more desperate to find anybody but Hillary Clinton to be their nominee   are now looking to Al Gore to save them.That s right. Al Gore.Should Gore toss his hat into the ring and Joe Biden jump in, that would put five old white men against one old white woman for the Democratic Nomination. Not a Hispanic or African-American in the bunch.It s a stark contrast to the GOP field, with a woman, African American, two Latinos and some younger than 60!Gore won the popular vote in 2000, as you may recall from the harping Democrats made for George W. Bush s entire term. According to BuzzFeed, they re  getting the old gang together. The senior Democrat and other sources cautioned not to overstate Gore s interest. He has not made any formal or informal moves toward running, or even met with his political advisers about a potential run.Gore   who s now probably a billionaire   has spent most of his post Vice-President career focusing on causes that cost American jobs  like opposing the Keystone XP pipeline.The senior Democrat and other sources cautioned not to overstate Gore s interest. He has not made any formal or informal moves toward running, or even met with his political advisers about a potential run.A member of Gore s inner circle asked to be quoted  pouring lukewarm water    not, note, cold water   on the chatter. This is people talking to people, some of whom may or may not have talked to him,  the Gore adviser said.Via: DownTrend",1,en
yes,1,hi
no,0,hi
no,0,hi
no,0,hi
"OBAMA REGIME’S SECRET ASIAN TRADE DEAL Would Let International Tribunal Overrule State and Fed Laws To Benefit Foreign Companies. Nothing to see here just Obama evening the playing field by giving an ad hoc international tribunal the ability to overrule US laws and allow them to levy fines against the US the American taxpayer would be responsible for paying. It is really worrisome,  said top House Ways and Means Committee Democrat Rep. Sandy Levin.  Countries do not want to give away their jurisdiction away to some arbitrary panel,  he added.At issue is the pending Trans-Pacific Partnership treaty and a provision called  Investor-State Dispute Settlement,  or ISDS, that would let foreign firms challenge U.S. laws, potentially overruling those laws and resulting in fines to be paid by taxpayers. The provisions are becoming common in some trade deals between other nations.Massachusetts Sen. Elizabeth Warren has warned that it would undermine U.S. sovereignty.Alabama Republican Sen. Jeff Sessions has also raised a concern about another phase in the legislation,  living agreement.  He and other experts say that phrase means that the treaty can be changed after Congress approves it.The Asia trade deal would be up first if Congress OK s the pending Trade Promotion Authority, which fast-tracks trade agreements. Levin said it is in trouble over concerns about the secret TPP.Is anyone else feeling exhausted by watching Josh  the liar  Earnest explain the corrupt Obama administration?At a media breakfast hosted by the Christian Science Monitor, Levin appeared with Jeffrey Sachs, prominent international economist at Columbia University, who panned the provision as a bid by foreign companies to make an  end run  around tough U.S. laws and regulations. Essentially, ISDS allows companies to sue states in a special ad hoc tribunal that is outside the court systems and outside of the legal systems of the host countries,  he warned.  U.S. law, U.S. court findings, could be set aside by this ad hoc process really designed and pushed by the corporate sector which sees this as an end run around national law,  he added.Levin also joined in Sessions  demand that the Asia trade pact be opened to the public. Currently, it is being kept in secret and only those cleared to see it are allowed to. Levin said, for example, that he was barred from discussing some TPP provision with Sachs.The White House has dismissed the secrecy claims, but Sachs said,  It is secret. I haven t seen it. I can t see it. Levin also said that the treaty would include communist Vietnam which has far different worker rights laws than the U.S. He recalled recently meeting with a Vietnamese woman who was thrown in jail for trying to form a union.  There has to be changes,  he demanded.Via: Washington Examiner",1,en
no,1,hi
